"","title","author","time","scraping_time","content_url","content","response","viewcount"
"1","金融股投資之討論","IDIOT101","2008-11-18_22:20","2016-08-27_20:24:24","http://www.moneydj.com/forum/showtopic-73315.aspx","1.金融天后美林證券程淑芬小姐表示,從投資的角度來看,台灣金融股之股價與淨值比已來到0.8倍之歷史新低,已具備跌深反彈題材.此話一出,使今日金融股在一遍跌聲中相對強勢'.2.金融股是否已脫離危機到可進場之時機?歡迎提供寶貴意見.A.本板討論對象為上市櫃所有金融股.B.請勿再本板與投資無關之題材,如連動債.保單等.","5622 "," 437176"
"2","2016/08/29 台股操作建議及各類股趨勢","meewu","2016-08-26_19:12","2016-08-27_20:24:26","http://www.moneydj.com/forum/showtopic-130217.aspx","20160829.jpg(170.10K)2016/8/26下午07:11:33按我下載軟體▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇加權股價105年8月29日短線操作建議買進條件一、8月29日盤中指數超過9142，且預估成交量可達770億以上，則應積極買進。賣出條件一、8月29日盤中指數跌破9082，有持股應賣出觀望。▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇大台指105年8月29日短線操作建議一、如盤中成交價低於8929.00，賣壓增強，可能續跌。買進條件一、8月29日盤中成交價超過9100.00，且接近收盤時預估成交量大於87000，可積極買進。▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇小台指105年8月29日短線操作建議一、如盤中成交價低於8928.00，賣壓增強，可能續跌。買進條件一、8月29日盤中成交價超過9100.00，且接近收盤時預估成交量大於65000，可積極買進。▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇電子期105年8月29日短線操作建議一、如盤中成交價低於362.30，賣壓增強，可能續跌。買進條件一、8月29日盤中成交價超過371.00，且接近收盤時預估成交量大於1800，可積極買進。▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇金融期105年8月29日短線操作建議一、如盤中成交價低於972.00，賣壓增強，可能續跌。買進條件一、8月29日盤中成交價超過996.80，且接近收盤時預估成交量大於2300，可積極買進。▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇","0 "," 286"
"3","靜待葉倫談話 台股下周有望出現大行情","大昌秋如","2016-08-26_16:56","2016-08-27_20:24:28","http://www.moneydj.com/forum/showtopic-130211.aspx","台指期今日開低震盪走高，盤中多維持在平盤上下游走，統一期貨經理李宗霖表示，目前而言市場靜待美國聯準會此次利率決策及葉倫談話，預期葉倫談話內容多偏向溫和、中性，台股下周有望脫離量縮盤整格局出現較大行情，目前而言，向上走高的機率較大。市場靜待美國聯準會主席葉倫在台灣時間今日晚上談話，台股期現貨今日多呈觀望，並未有太大的行情波動。台指期以9055點開出後，一度走跌至最低9036點，其後多頭出現一波拉抬，將指數拉回平盤之上後，指數多在平盤上下震盪。而觀察今日三大類股期表現，以金融期開低後震盪走高，表現最為亮眼。李宗霖表示，台股今日持續呈現量縮，近期台股雖然量能低迷，指數行情仍持續向上，因此無法解釋為量價背離，空方勢力需留意，操作上不能太積極偏空。不過反觀台指期量能，昨日未平倉量達到11.6萬口，顯示指數在高檔下，多空積極在期貨市場進出。從籌碼面而言，外資目前握有台指期淨多單達8萬口歷史新高水位，李宗霖預期，葉倫談話應為中性、溫和言論，並不會出現鷹派說法，加上美股目前距離歷史新高價位不遠，若葉倫談話後，美股再度刷新歷史新高紀錄，台股下周就有機會出現較大行情，並向上挑戰前波高點9200點，若能順利躍過，在上檔無壓力下，就可望開啟新一波漲勢。(出處:聯合財經投資自有風險,請投資人審慎評估)24小時全天線上開戶服務開跑囉線上開戶網址:http://blog.xuite.net/lai0958/blog/334562661手機開戶真方便:http://ppt.cc/no1uK","0 "," 120"
"4","2016台股大盤(加權報酬指數)各年度至今日報酬率","朱古力男爵","2016-01-11_13:55","2016-08-27_20:24:32","http://www.moneydj.com/forum/showtopic-118555.aspx","日期投資時間(年)加權股價報酬指數報酬率年化報酬率1/2/200313.034,524.92172.46%7.99%1/2/200412.036,175.7999.63%5.91%1/3/200511.026,482.4290.18%6.00%1/2/200610.037,092.9973.81%5.67%1/2/20079.039,055.4136.15%3.48%1/2/20088.039,845.4225.22%2.84%1/5/20097.025,862.14110.31%11.17%1/4/20106.0210528.2617.10%2.66%1/3/20115.0211998.762.75%0.54%1/2/20124.039618.1128.18%6.36%1/2/20133.0311164.5510.43%3.33%1/2/20142.0312724.76-3.11%-1.55%1/5/20151.0214121.92-12.70%-12.51%1/4/20160.0212,844.34-4.02%-88.20%1/11/20160.0012,328.550.00%","52 "," 3735"
"5","挑戰低標！2012~2016挑戰『台股大盤』記錄","朱古力男爵","2014-05-09_19:41","2016-08-27_20:24:35","http://www.moneydj.com/forum/showtopic-98132.aspx","日期發行量加權股價報酬指數報酬率11/30/20119551.585/9/201413134.937.52%","153 "," 18838"
"6","2106/08/26 盤後報~","sdanny","2016-08-26_16:03","2016-08-27_20:24:36","http://www.moneydj.com/forum/showtopic-130208.aspx","0826.jpg(117.74K)2016/8/26下午04:03:17","0 "," 283"
"7","8月以來【正報酬】的【陸股相關ETF】","大昌以琳","2016-08-26_15:31","2016-08-27_20:24:38","http://www.moneydj.com/forum/showtopic-130204.aspx","群益深証中小+R今上市表現可期臺灣證券交易所雙幣ETF掛牌數再添生力軍，由群益投信發行的群益深証中小板ETF加掛人民幣計價，簡稱群益深証中小+R，證券代號00643K，今日正式掛牌上市。群益深証中小板ETF係以「深証中小板指數」為標的指數，群益投信表示，預期在搭上深港通題材下，未來表現可期。群益投信表示，「深証中小板指數」是由深圳證券信息公司編制，自深証中小板市場選取100檔A股編制而成，此指數於2006年1月24日發布，為深圳交易所指數體系的核心指數之一。深証中小板企業上市條件與主板一致，上市公司數也遠超過主板，長期累積報酬勝過上證指數，儼然是深圳股市新主力。「群益深証中小板ETF」直接投資中國深証中小板成份股，並依資金水位與申贖情況，調整股票及期貨配置部位，貼近深証中小板的指數投資工具。群益投信表示，指數股票型基金主要採取被動式操作，尋求貼近指數表現的報酬，特別適合希望看對大盤趨勢就能參與獲利的投資人，以陸股來說，過去投資人所熟知投資陸股的方式多為上證股市，但近來，深圳股市不論在市值、掛牌家數以及成交金額都急起直追，加上深圳股市成份股多數是搭上政策扶植轉型的新產業，因此市場熱度及重要性與日俱增。建議投資人欲擇時參與中國股市慢牛行情，別再錯過具備產業轉型優勢的深圳股市，而具題材性的中小板更是不可缺的一塊。","0 "," 243"
"8","聯亞光自爆Q3衰退，驚呆法人","marvelya","2016-08-26_14:35","2016-08-27_20:24:42","http://www.moneydj.com/forum/showtopic-130195.aspx","光通訊上游磊晶廠聯亞光（3081）昨（25）日參加櫃買法說會，財務長楊吉裕表示，第3季光通訊市況未見起色，第4季能見度也不高，下修第3季營收至季衰退。現場法人一度以為自己聽錯，三度提問第3季展望，不敢相信產業資優生聯亞光，要終結季營收連8季創高紀錄。楊吉裕說明，高毛利率的GPON產品未見提升，矽光產品也因第2季提前拉貨，營收占比將由第2季的30％降低至25％，整體第3季營收可能與去年第3季相當。http://goo.gl/Ig3NXf","0 "," 80"
"9","20160826飆股回測的標的","歐騰","2016-08-26_13:30","2016-08-27_20:24:44","http://www.moneydj.com/forum/showtopic-130185.aspx","千如.png(355.37K)2016/8/26下午01:48:36上圖為3236千如廣宇.png(494.81K)2016/8/26下午01:48:36上圖為2328廣宇順德1.png(488.99K)2016/8/26下午01:48:36上圖為2351順德下午收盤了我馬上截圖下來供大家參考強勢股可以做，但千萬不要追，很容易進到高點上列三檔為近期強勢股，目前都在等待拉回此種選股方式為《飆股回測》上方各圖有適合買進的參考價位，有新K棒時會改變希望未來真的有拉回時能幫助到把握下一趟的波段『圖示是要給大家更方便看，未來有不同的選股方式會以這樣的模式提供給各位』","2 "," 220"
"10","台股盤中～靜待葉倫演說　震盪盤堅","台新小新","2016-08-26_13:42","2016-08-27_20:24:46","http://www.moneydj.com/forum/showtopic-130186.aspx","昨天美股漲跌互見，小漲小跌作收，市場靜待美國聯準會主席葉倫今晚演說，台新投顧協理黃文清表示，本周盤勢為量縮震盪盤堅，只要指數維持月線之上，預期下周仍會高姿態整理。黃文清指出，本周盤勢呈現量能萎縮，部分原因在於市場觀望葉倫演說內容，不過外資沒有撤出，昨天期指還創新高，多頭並沒有明顯破壞，指數會維持高姿態整理。黃文清也指出，大盤前一波高點在9200點，指數只要維持在月線之上，多頭氣勢都可維持，但後續要看量能能否繼續放大，以及今天晚上美股表現，如何反應葉倫演說，才有機會攻克9200點高點。黃文清說明，本周盤勢有除息題材，9月中旬還有最後一波除息個股，建議投資人可留意基期相當對低、基本面不差、殖利率又高的個股，應有機會走強。預期在中秋節之前，大盤多頭還是強勢，目前沒有太大反轉的疑慮，除非外資策略有明顯改變。資料來源：蘋果日報台新證小新懂生活就懂投資，您證券投資的智慧好夥伴！最新優惠活動：開戶立即享證券電子下單手續費優惠信用開戶e指通-免出門、免臨櫃，手機一滑輕鬆申辦開戶賞好禮-證券下單我最省，再A下單抵用金！---------------------------------------------------免臨櫃線上開戶由此進請專人與我聯絡[attachimg]30145[/attachimg]","0 "," 192"
